//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=4543      
StartTime=2019/09/12 09:03:55
EndTime=2019/09/12 10:19:37
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2019/09/12,09:12:01,16.7690,26.251,33.597,52.445,51041.135,1021.970,21.897,1.21,1.21,0.15,95.81,6.381,8.27,
2019/09/12,09:12:02,17.2849,26.226,33.607,52.434,51057.461,1021.987,21.912,1.11,1.11,0.15,95.63,6.372,8.28,
2019/09/12,09:12:03,17.7149,26.193,33.618,52.416,51075.845,1022.008,21.931,1.10,1.10,0.18,95.45,6.362,8.29,
2019/09/12,09:12:04,18.1879,26.127,33.609,52.337,51070.794,1022.023,21.944,1.05,1.05,0.20,95.38,6.365,8.25,
2019/09/12,09:12:05,19.1553,25.810,33.609,52.016,51105.631,1022.126,22.043,1.06,1.06,0.29,94.88,6.366,8.27,
2019/09/12,09:12:06,20.1442,25.702,33.673,51.995,51205.059,1022.212,22.125,1.15,1.15,0.24,94.33,6.338,8.27,
2019/09/12,09:12:07,20.5957,25.684,33.696,52.010,51238.426,1022.237,22.147,1.09,1.09,0.27,94.13,6.323,8.29,
2019/09/12,09:12:08,21.1547,25.628,33.680,51.930,51222.656,1022.244,22.152,1.05,1.05,0.24,94.05,6.326,8.27,
2019/09/12,09:12:09,21.9716,25.491,33.635,51.731,51177.746,1022.256,22.161,1.03,1.03,0.33,93.92,6.327,8.30,
2019/09/12,09:12:10,22.6166,25.146,33.734,51.518,51352.804,1022.439,22.341,1.00,1.00,0.27,93.62,6.346,8.27,
2019/09/12,09:12:11,23.3476,24.974,33.763,51.383,51412.296,1022.516,22.415,1.03,1.03,0.33,93.28,6.340,8.28,
2019/09/12,09:12:12,24.0570,24.891,33.778,51.319,51442.365,1022.555,22.451,1.00,1.00,0.32,93.15,6.339,8.28,
2019/09/12,09:12:13,24.7665,24.542,33.747,50.925,51442.789,1022.640,22.532,1.19,1.19,0.35,92.80,6.351,8.27,
2019/09/12,09:12:14,25.5404,23.680,33.811,50.141,51641.203,1022.947,22.835,0.96,0.96,0.35,91.65,6.357,8.28,
2019/09/12,09:12:15,26.1209,23.185,33.967,49.848,51921.303,1023.211,23.097,0.94,0.94,0.36,90.41,6.327,8.28,
2019/09/12,09:12:16,26.9163,23.032,33.994,49.730,51979.567,1023.279,23.161,0.93,0.93,0.33,89.85,6.305,8.29,
2019/09/12,09:12:17,27.7118,22.764,34.004,49.473,52032.689,1023.367,23.246,0.90,0.90,0.31,89.45,6.303,8.27,
2019/09/12,09:12:18,28.4642,20.967,34.044,47.723,52369.368,1023.900,23.775,0.82,0.82,0.31,87.42,6.332,8.25,
2019/09/12,09:12:19,29.0232,20.177,34.330,47.290,52902.328,1024.332,24.204,0.83,0.83,0.33,85.03,6.257,8.28,
2019/09/12,09:12:20,29.4962,19.956,34.278,47.005,52871.777,1024.352,24.223,0.78,0.78,0.27,83.92,6.203,8.28,
2019/09/12,09:12:21,30.0551,19.343,34.311,46.435,53034.813,1024.539,24.407,0.72,0.72,0.32,82.64,6.178,8.28,
2019/09/12,09:12:22,31.1516,18.948,34.302,46.032,53102.461,1024.638,24.501,0.66,0.66,0.29,81.19,6.122,8.28,
2019/09/12,09:12:23,31.9685,18.478,34.450,45.742,53404.862,1024.873,24.732,0.74,0.74,0.28,79.96,6.065,8.25,
2019/09/12,09:12:24,31.9685,18.490,34.453,45.757,53405.912,1024.872,24.731,0.69,0.69,0.32,79.20,6.002,8.27,
2019/09/12,09:12:25,32.7210,18.407,34.398,45.611,53348.080,1024.855,24.710,0.66,0.66,0.32,79.00,6.014,8.27,
2019/09/12,09:12:26,33.5164,18.388,34.437,45.638,53407.079,1024.893,24.745,1.01,1.01,0.37,78.86,5.996,8.27,
2019/09/12,09:12:27,33.6669,18.416,34.466,45.700,53440.947,1024.909,24.760,0.66,0.66,0.29,78.71,5.974,8.28,
2019/09/12,09:12:28,34.3549,18.395,34.412,45.616,53371.676,1024.876,24.724,0.66,0.66,0.31,78.82,6.000,8.29,
2019/09/12,09:12:29,35.2148,18.398,34.409,45.615,53366.657,1024.876,24.721,0.66,0.66,0.37,78.73,5.993,8.28,
2019/09/12,09:12:30,35.4083,18.415,34.438,45.667,53403.363,1024.895,24.739,0.72,0.72,0.46,78.70,5.977,8.28,
2019/09/12,09:12:31,35.4943,18.400,34.424,45.635,53386.584,1024.888,24.732,0.68,0.68,0.28,78.71,5.986,8.31,
2019/09/12,09:12:32,36.4617,18.400,34.406,45.614,53362.145,1024.879,24.718,0.82,0.82,2.10,78.61,5.987,8.27,
2019/09/12,09:12:33,36.6767,18.404,34.402,45.614,53356.500,1024.876,24.714,0.75,0.75,0.38,78.64,5.984,8.27,
2019/09/12,09:12:34,36.6767,18.400,34.421,45.632,53383.031,1024.891,24.729,0.75,0.75,0.44,78.69,5.978,8.28,
2019/09/12,09:12:35,36.6767,18.414,34.430,45.657,53393.125,1024.895,24.733,0.75,0.75,0.33,78.81,5.981,8.28,
2019/09/12,09:12:36,36.6767,18.411,34.445,45.671,53414.031,1024.907,24.745,0.86,0.86,0.33,79.00,5.984,8.28,
2019/09/12,09:12:37,36.6982,18.413,34.478,45.712,53459.217,1024.932,24.770,0.81,0.81,0.67,79.00,5.983,8.28,
2019/09/12,09:12:38,36.7197,18.414,34.466,45.699,53442.325,1024.922,24.760,0.84,0.84,1.64,78.80,5.967,8.28,
2019/09/12,09:12:39,36.7197,18.412,34.479,45.713,53461.538,1024.933,24.771,1.55,1.55,27.51,78.72,5.955,8.28,
2019/09/12,09:12:40,36.7197,18.419,34.462,45.700,53436.000,1024.918,24.756,2.56,2.56,43.77,78.76,5.962,8.31,
2019/09/12,09:12:41,36.7197,18.428,34.458,45.705,53429.015,1024.913,24.751,1.61,1.61,17.19,78.91,5.972,8.27,
2019/09/12,09:12:42,36.6982,18.423,34.475,45.719,53453.390,1024.927,24.765,1.00,1.00,2.71,78.67,5.953,8.25,
2019/09/12,09:12:43,36.6122,18.432,34.186,45.385,53050.981,1024.703,24.542,22.18,22.18,735.19,78.56,5.980,8.28,
2019/09/12,09:12:44,36.6767,18.414,34.341,45.551,53269.186,1024.826,24.665,5.64,5.64,132.33,78.59,5.977,8.31,
2019/09/12,09:12:45,36.6982,18.411,34.352,45.562,53285.524,1024.836,24.674,3.15,3.15,81.98,78.46,5.959,8.29,
2019/09/12,09:12:46,36.6982,18.420,34.290,45.497,53197.793,1024.786,24.624,7.28,7.28,165.57,78.51,5.964,8.28,
2019/09/12,09:12:47,36.3112,18.418,34.390,45.613,53336.342,1024.862,24.701,1.64,1.64,33.22,78.41,5.968,8.28,
2019/09/12,09:12:48,36.3327,18.394,34.419,45.625,53382.406,1024.890,24.730,0.72,0.72,2.80,78.45,5.972,8.28,
2019/09/12,09:12:49,36.5907,18.410,34.411,45.630,53367.899,1024.881,24.720,1.18,1.18,13.09,78.46,5.968,8.25,
2019/09/12,09:12:50,36.2253,18.409,34.395,45.610,53345.154,1024.867,24.707,0.71,0.71,1.41,78.34,5.963,8.27,
2019/09/12,09:12:51,36.2253,18.385,34.418,45.613,53381.877,1024.891,24.731,0.70,0.70,0.31,78.41,5.972,8.28,
2019/09/12,09:12:52,36.3112,18.400,34.410,45.619,53368.209,1024.881,24.721,0.72,0.72,0.40,78.48,5.977,8.27,
2019/09/12,09:12:53,36.3112,18.405,34.395,45.607,53346.947,1024.869,24.709,0.71,0.71,0.45,78.45,5.972,8.28,
2019/09/12,09:12:54,36.2682,18.399,34.401,45.608,53356.453,1024.875,24.715,0.72,0.72,0.42,78.42,5.973,8.27,
2019/09/12,09:12:55,36.1393,18.390,34.409,45.607,53368.339,1024.882,24.723,0.66,0.66,0.36,78.42,5.972,8.28,
2019/09/12,09:12:56,36.4402,18.395,34.408,45.612,53366.535,1024.882,24.721,0.76,0.76,0.85,78.44,5.975,8.27,
2019/09/12,09:12:57,36.5692,18.400,34.410,45.619,53368.405,1024.883,24.721,0.75,0.75,0.55,78.43,5.971,8.25,
2019/09/12,09:12:58,36.1178,18.400,34.403,45.611,53358.921,1024.876,24.716,0.70,0.70,1.13,78.43,5.973,8.27,
2019/09/12,09:12:59,36.2253,18.394,34.408,45.610,53366.281,1024.881,24.721,0.68,0.68,0.42,78.40,5.972,8.27,
2019/09/12,09:13:00,36.5477,18.405,34.407,45.620,53363.022,1024.879,24.718,0.83,0.83,2.50,78.46,5.973,8.27,
2019/09/12,09:13:01,36.5692,18.403,34.408,45.620,53365.062,1024.880,24.719,1.05,1.05,12.10,78.41,5.964,8.27,
2019/09/12,09:13:02,36.1393,18.407,34.399,45.613,53352.190,1024.871,24.712,0.67,0.67,0.69,78.40,5.971,8.29,
2019/09/12,09:13:03,36.2468,18.398,34.408,45.615,53366.090,1024.880,24.720,0.66,0.66,0.42,78.41,5.973,8.27,
2019/09/12,09:13:04,36.5692,18.407,34.405,45.621,53360.170,1024.877,24.716,0.81,0.81,1.02,78.46,5.975,8.28,
2019/09/12,09:13:05,36.3757,18.412,34.399,45.617,53350.230,1024.870,24.710,0.76,0.76,1.29,78.41,5.968,8.28,
2019/09/12,09:13:06,36.3327,18.407,34.401,45.615,53354.173,1024.873,24.713,0.74,0.74,0.78,78.34,5.969,8.25,
2019/09/12,09:13:07,36.4402,18.416,34.399,45.622,53349.969,1024.870,24.709,0.86,0.86,3.04,78.40,5.967,8.28,
2019/09/12,09:13:08,36.3972,18.410,34.404,45.623,53358.291,1024.875,24.714,0.93,0.93,2.27,78.42,5.968,8.27,
2019/09/12,09:13:09,36.4832,18.418,34.403,45.629,53355.147,1024.873,24.712,1.40,1.40,8.62,78.42,5.962,8.27,
2019/09/12,09:13:10,36.2253,18.419,34.394,45.619,53342.137,1024.864,24.704,0.74,0.74,0.51,78.38,5.963,8.27,
2019/09/12,09:13:11,36.1608,18.403,34.402,45.613,53355.779,1024.874,24.714,0.67,0.67,0.33,78.33,5.965,8.25,
2019/09/12,09:13:12,36.3972,18.407,34.410,45.626,53366.599,1024.880,24.719,0.88,0.88,2.37,78.41,5.973,8.28,
2019/09/12,09:13:13,36.3972,18.416,34.402,45.625,53353.790,1024.872,24.711,0.91,0.91,2.06,78.47,5.972,8.27,
2019/09/12,09:13:14,36.2253,18.408,34.395,45.610,53345.719,1024.868,24.708,0.72,0.72,0.60,78.37,5.966,8.25,
2019/09/12,09:13:15,36.0963,18.397,34.407,45.613,53364.249,1024.879,24.719,0.71,0.71,0.36,78.35,5.968,8.28,
2019/09/12,09:13:16,36.0533,18.402,34.402,45.612,53356.825,1024.874,24.715,0.66,0.66,0.26,78.36,5.969,8.28,
2019/09/12,09:13:17,36.1823,18.390,34.409,45.607,53368.630,1024.883,24.723,0.68,0.68,0.29,78.34,5.967,8.28,
2019/09/12,09:13:18,36.3972,18.394,34.411,45.615,53371.485,1024.884,24.724,0.78,0.78,0.95,78.43,5.975,8.27,
2019/09/12,09:13:19,36.2682,18.399,34.406,45.613,53362.369,1024.878,24.718,0.75,0.75,0.85,78.37,5.969,8.28,
2019/09/12,09:13:20,36.3327,18.397,34.403,45.607,53358.688,1024.877,24.716,0.78,0.78,1.28,78.36,5.971,8.25,
2019/09/12,09:13:21,36.3112,18.393,34.403,45.604,53360.614,1024.878,24.718,0.81,0.81,1.00,78.39,5.972,8.27,
2019/09/12,09:13:22,36.3757,18.397,34.405,45.610,53362.427,1024.879,24.718,0.80,0.80,1.76,78.39,5.973,8.27,
2019/09/12,09:13:23,36.3112,18.395,34.401,45.604,53357.128,1024.876,24.716,0.81,0.81,1.02,78.34,5.966,8.28,
2019/09/12,09:13:24,36.2897,18.390,34.402,45.600,53359.311,1024.878,24.718,0.75,0.75,0.77,78.37,5.973,8.27,
2019/09/12,09:13:25,36.3327,18.391,34.403,45.602,53361.022,1024.879,24.718,0.87,0.87,1.52,78.45,5.975,8.27,
2019/09/12,09:13:26,36.2897,18.398,34.406,45.613,53363.699,1024.879,24.719,0.78,0.78,1.11,78.39,5.973,8.25,
2019/09/12,09:13:27,36.3542,18.401,34.410,45.621,53368.423,1024.882,24.721,0.89,0.89,2.69,78.42,5.973,8.25,
2019/09/12,09:13:28,36.3757,18.409,34.408,45.625,53362.982,1024.878,24.717,1.00,1.00,4.52,78.42,5.970,8.27,
2019/09/12,09:13:29,36.3112,18.412,34.400,45.619,53351.620,1024.871,24.710,0.92,0.92,2.47,78.32,5.958,8.28,
2019/09/12,09:13:30,36.0748,18.399,34.402,45.608,53357.184,1024.875,24.715,0.73,0.73,0.38,78.34,5.968,8.25,
2019/09/12,09:13:31,36.3327,18.392,34.411,45.612,53370.818,1024.884,24.724,0.77,0.77,1.38,78.33,5.970,8.28,
2019/09/12,09:13:32,36.4617,18.403,34.407,45.619,53363.443,1024.879,24.718,0.98,0.98,2.13,78.39,5.971,8.27,
2019/09/12,09:13:33,36.0748,18.398,34.401,45.606,53356.558,1024.874,24.715,0.78,0.78,1.06,78.28,5.965,8.27,
2019/09/12,09:13:34,36.0748,18.402,34.405,45.616,53361.049,1024.876,24.717,0.66,0.66,0.32,78.31,5.969,8.27,
2019/09/12,09:13:35,36.3542,18.409,34.408,45.626,53363.789,1024.878,24.718,0.86,0.86,2.20,78.31,5.968,8.26,
2019/09/12,09:13:36,36.4187,18.412,34.408,45.628,53362.440,1024.877,24.716,1.03,1.03,5.97,78.30,5.962,8.29,
2019/09/12,09:13:37,36.2682,18.415,34.400,45.622,53350.763,1024.870,24.710,0.81,0.81,1.01,78.31,5.963,8.25,
2019/09/12,09:13:38,35.9673,18.405,34.400,45.613,53353.584,1024.871,24.713,0.64,0.64,0.31,78.25,5.965,8.25,
2019/09/12,09:13:39,35.7523,18.405,34.402,45.615,53356.338,1024.872,24.714,0.66,0.66,0.40,78.30,5.966,8.27,
2019/09/12,09:13:40,36.2038,18.406,34.405,45.619,53360.483,1024.876,24.716,0.69,0.69,0.46,78.27,5.966,8.28,
2019/09/12,09:13:41,36.3327,18.417,34.405,45.629,53357.345,1024.873,24.713,0.73,0.73,0.73,78.34,5.970,8.28,
2019/09/12,09:13:42,35.8598,18.409,34.402,45.618,53355.027,1024.871,24.713,0.69,0.69,0.40,78.24,5.964,8.28,
2019/09/12,09:13:43,35.7308,18.408,34.405,45.621,53359.298,1024.873,24.715,0.65,0.65,0.32,78.25,5.964,8.25,
2019/09/12,09:13:44,35.7093,18.402,34.402,45.611,53355.718,1024.872,24.714,0.69,0.69,0.33,78.27,5.965,8.27,
2019/09/12,09:13:45,35.5158,18.409,34.399,45.615,53350.494,1024.867,24.710,0.67,0.67,0.32,78.36,5.972,8.27,
2019/09/12,09:13:46,34.9568,18.406,34.404,45.617,53357.513,1024.869,24.715,0.67,0.67,0.33,78.31,5.968,8.27,
2019/09/12,09:13:47,34.3764,18.411,34.404,45.622,53356.760,1024.866,24.714,0.66,0.66,0.26,78.36,5.971,8.28,
2019/09/12,09:13:48,34.0539,18.413,34.409,45.630,53362.967,1024.868,24.717,0.66,0.66,0.28,78.37,5.971,8.26,
2019/09/12,09:13:49,33.8174,18.426,34.403,45.636,53352.157,1024.859,24.710,0.66,0.66,0.36,78.29,5.965,8.27,
2019/09/12,09:13:50,33.7314,18.429,34.402,45.637,53350.104,1024.857,24.708,0.67,0.67,0.33,78.23,5.958,8.27,
2019/09/12,09:13:51,33.8174,18.414,34.407,45.629,53360.300,1024.865,24.716,0.68,0.68,0.29,78.32,5.968,8.28,
2019/09/12,09:13:52,33.0434,18.423,34.403,45.632,53351.558,1024.856,24.710,0.66,0.66,0.37,78.36,5.970,8.27,
2019/09/12,09:13:53,32.5920,18.432,34.407,45.645,53355.375,1024.855,24.711,0.69,0.69,0.32,78.40,5.973,8.27,
2019/09/12,09:13:54,32.6350,18.428,34.407,45.641,53356.025,1024.856,24.712,0.67,0.67,0.27,78.54,5.983,8.27,
2019/09/12,09:13:55,32.0760,18.459,34.418,45.686,53365.207,1024.855,24.713,0.65,0.65,0.27,78.60,5.984,8.27,
2019/09/12,09:13:56,31.6890,18.497,34.412,45.715,53347.406,1024.838,24.698,0.67,0.67,0.29,78.74,5.991,8.27,
2019/09/12,09:13:57,31.4740,18.539,34.395,45.737,53315.203,1024.814,24.675,0.71,0.71,0.27,78.79,5.991,8.26,
2019/09/12,09:13:58,31.3666,18.552,34.397,45.752,53315.564,1024.812,24.673,0.67,0.67,0.32,78.83,5.993,8.28,
2019/09/12,09:13:59,31.0871,18.613,34.408,45.826,53317.211,1024.803,24.666,0.69,0.69,0.41,78.83,5.983,8.27,
2019/09/12,09:14:00,30.5926,18.764,34.464,46.042,53362.882,1024.806,24.671,0.71,0.71,0.27,79.02,5.980,8.28,
2019/09/12,09:14:01,30.4421,19.068,34.372,46.235,53173.878,1024.658,24.524,0.72,0.72,0.24,79.45,5.986,8.27,
2019/09/12,09:14:02,30.4421,19.106,34.352,46.248,53137.961,1024.633,24.498,0.69,0.69,0.24,79.74,6.003,8.27,
2019/09/12,09:14:03,30.2056,19.137,34.354,46.282,53135.607,1024.626,24.493,0.72,0.72,0.24,79.94,6.014,8.26,
2019/09/12,09:14:04,29.6252,19.202,34.380,46.377,53157.035,1024.626,24.495,0.71,0.71,0.22,80.07,6.016,8.27,
2019/09/12,09:14:05,28.9157,19.662,34.318,46.759,52981.535,1024.457,24.330,0.74,0.74,0.29,80.81,6.033,8.27,
2019/09/12,09:14:06,28.8082,20.065,34.307,47.150,52891.612,1024.343,24.216,0.77,0.77,0.32,81.93,6.065,8.28,
2019/09/12,09:14:07,28.7007,20.172,34.289,47.233,52846.299,1024.300,24.174,0.78,0.78,0.32,82.62,6.106,8.26,
2019/09/12,09:14:08,28.3352,20.312,34.352,47.450,52906.876,1024.309,24.185,0.81,0.81,0.41,83.00,6.112,8.28,
2019/09/12,09:14:09,27.9698,20.733,34.436,47.977,52947.993,1024.260,24.137,0.84,0.84,0.35,83.66,6.105,8.25,
2019/09/12,09:14:10,27.6688,21.726,34.488,49.045,52851.861,1024.026,23.905,0.97,0.97,0.64,84.94,6.096,8.26,
2019/09/12,09:14:11,27.1098,22.438,34.152,49.336,52282.348,1023.569,23.451,0.92,0.92,0.32,86.56,6.146,8.27,
2019/09/12,09:14:12,26.6368,22.969,34.024,49.705,52029.539,1023.318,23.202,0.96,0.96,0.40,88.13,6.213,8.27,
2019/09/12,09:14:13,26.7873,23.131,33.942,49.761,51894.931,1023.210,23.094,0.89,0.89,0.35,89.01,6.258,8.28,
2019/09/12,09:14:14,26.7658,23.118,33.979,49.797,51947.129,1023.242,23.125,0.95,0.95,0.27,89.12,6.264,8.25,
2019/09/12,09:14:15,26.0994,23.142,33.982,49.824,51947.535,1023.235,23.121,0.92,0.92,0.36,89.28,6.271,8.28,
2019/09/12,09:14:16,25.4329,23.619,33.965,50.283,51858.269,1023.080,22.969,1.02,1.02,0.33,89.75,6.257,8.28,
2019/09/12,09:14:17,25.4114,24.303,33.784,50.733,51523.005,1022.742,22.631,0.98,0.98,0.29,91.02,6.280,8.28,
2019/09/12,09:14:18,25.3039,24.269,33.896,50.849,51679.596,1022.836,22.726,0.99,0.99,0.31,91.33,6.297,8.24,
2019/09/12,09:14:19,24.8525,24.573,33.873,51.126,51610.675,1022.726,22.618,1.06,1.06,0.29,91.94,6.304,8.28,
2019/09/12,09:14:20,24.5085,24.767,33.819,51.249,51512.726,1022.625,22.519,1.19,1.19,0.32,92.12,6.298,8.27,
2019/09/12,09:14:21,23.9065,24.872,33.775,51.296,51440.777,1022.558,22.454,1.01,1.01,0.27,92.55,6.321,8.25,
2019/09/12,09:14:22,23.5840,24.967,33.768,51.382,51419.411,1022.523,22.420,1.14,1.14,0.31,92.64,6.316,8.27,
2019/09/12,09:14:23,23.4120,25.034,33.766,51.448,51409.312,1022.500,22.399,1.01,1.01,0.28,92.69,6.312,8.26,
2019/09/12,09:14:24,22.9391,25.076,33.741,51.456,51369.490,1022.466,22.367,1.00,1.00,0.32,92.91,6.321,8.25,
2019/09/12,09:14:25,22.5521,25.106,33.751,51.500,51379.640,1022.463,22.365,1.05,1.05,0.24,92.78,6.309,8.27,
2019/09/12,09:14:26,22.1651,25.122,33.758,51.525,51386.820,1022.462,22.366,1.00,1.00,0.27,92.92,6.315,8.27,
2019/09/12,09:14:27,21.7781,25.169,33.738,51.546,51354.495,1022.431,22.336,1.09,1.09,0.31,93.05,6.318,8.26,
2019/09/12,09:14:28,21.7137,25.210,33.728,51.573,51335.726,1022.411,22.316,1.01,1.01,0.26,93.16,6.325,8.25,
2019/09/12,09:14:29,21.4772,25.206,33.744,51.591,51358.685,1022.423,22.330,1.11,1.11,0.41,93.12,6.322,8.25,
2019/09/12,09:14:30,21.1762,25.211,33.746,51.599,51360.791,1022.422,22.330,1.06,1.06,0.28,93.16,6.323,8.25,
2019/09/12,09:14:31,20.7892,25.230,33.752,51.627,51366.643,1022.419,22.329,1.03,1.03,0.27,93.14,6.318,8.28,
2019/09/12,09:14:32,20.4667,25.369,33.796,51.826,51409.424,1022.408,22.320,1.09,1.09,0.26,93.30,6.316,8.27,
2019/09/12,09:14:33,20.2947,25.522,33.701,51.852,51263.518,1022.289,22.201,1.00,1.00,0.32,93.70,6.329,8.31,
2019/09/12,09:14:34,20.2087,25.534,33.697,51.859,51256.687,1022.282,22.194,1.00,1.00,0.27,93.63,6.322,8.27,
2019/09/12,09:14:35,19.7573,25.534,33.692,51.852,51249.824,1022.276,22.191,1.04,1.04,0.33,93.63,6.322,8.27,
2019/09/12,09:14:36,19.4563,25.563,33.698,51.889,51254.133,1022.270,22.186,1.03,1.03,0.28,93.54,6.310,8.24,
2019/09/12,09:14:37,19.2843,25.577,33.690,51.892,51241.944,1022.260,22.176,1.02,1.02,0.31,93.52,6.310,8.28,
2019/09/12,09:14:38,18.5963,25.607,33.697,51.932,51247.345,1022.252,22.172,1.03,1.03,0.24,93.60,6.310,8.27,
2019/09/12,09:14:39,18.2739,25.749,33.674,52.044,51200.186,1022.190,22.111,1.07,1.07,0.24,93.77,6.308,8.27,
2019/09/12,09:14:40,18.5104,25.704,33.666,51.988,51194.325,1022.199,22.118,1.03,1.03,0.28,93.86,6.317,8.28,
2019/09/12,09:14:41,17.7149,25.951,33.687,52.266,51195.717,1022.135,22.058,1.12,1.12,0.22,94.23,6.326,8.27,
2019/09/12,09:14:42,17.2419,26.197,33.584,52.374,51029.980,1021.979,21.904,1.09,1.09,0.15,94.95,6.345,8.27,
2019/09/12,09:14:43,17.2849,26.196,33.606,52.404,51060.214,1021.996,21.921,1.03,1.03,0.13,95.19,6.358,8.28,
2019/09/12,09:14:44,16.6185,26.219,33.594,52.410,51041.047,1021.977,21.905,1.06,1.06,0.15,95.31,6.365,8.27,
2019/09/12,09:14:45,16.5110,26.241,33.586,52.420,51027.422,1021.964,21.892,1.12,1.12,0.15,95.38,6.366,8.26,
2019/09/12,09:14:46,16.2315,26.242,33.592,52.431,51035.996,1021.967,21.897,1.03,1.03,0.14,95.46,6.370,8.26,
2019/09/12,09:14:47,15.8015,26.257,33.591,52.443,51032.091,1021.959,21.891,1.10,1.10,0.13,95.47,6.371,8.28,
2019/09/12,09:14:48,15.7155,26.264,33.595,52.456,51036.474,1021.959,21.891,1.07,1.07,0.10,95.66,6.382,8.27,
2019/09/12,09:14:49,15.0706,26.269,33.589,52.452,51027.647,1021.951,21.885,1.05,1.05,0.14,95.66,6.381,8.27,
2019/09/12,09:14:50,14.8126,26.278,33.583,52.453,51019.231,1021.943,21.878,1.05,1.05,0.12,95.68,6.381,8.28,
2019/09/12,09:14:51,14.7266,26.280,33.591,52.467,51029.321,1021.947,21.884,1.12,1.12,0.14,95.65,6.379,8.27,
2019/09/12,09:14:52,14.0171,26.299,33.581,52.471,51013.035,1021.931,21.870,1.06,1.06,0.14,95.73,6.383,8.26,
2019/09/12,09:14:53,13.7806,26.325,33.581,52.498,51011.030,1021.922,21.862,1.04,1.04,0.13,95.75,6.381,8.28,
2019/09/12,09:14:54,13.7161,26.333,33.582,52.507,51010.984,1021.919,21.860,1.03,1.03,0.12,95.83,6.386,8.28,
2019/09/12,09:14:55,13.0067,26.359,33.575,52.524,50999.204,1021.903,21.847,1.06,1.06,0.19,95.90,6.387,8.25,
2019/09/12,09:14:56,12.7057,26.376,33.566,52.529,50984.981,1021.890,21.835,1.03,1.03,0.28,95.91,6.386,8.25,
2019/09/12,09:14:57,12.7702,26.378,33.568,52.534,50987.717,1021.891,21.836,1.06,1.06,0.22,95.84,6.382,8.27,
2019/09/12,09:14:58,12.1897,26.379,33.568,52.533,50986.518,1021.888,21.835,1.06,1.06,0.17,95.84,6.381,8.26,
2019/09/12,09:14:59,11.7598,26.385,33.568,52.539,50986.038,1021.884,21.833,1.02,1.02,0.14,95.89,6.383,8.31,
2019/09/12,09:15:00,11.5018,26.391,33.566,52.543,50983.001,1021.880,21.830,1.06,1.06,0.14,95.99,6.390,8.28,
2019/09/12,09:15:01,10.7063,26.399,33.561,52.544,50975.040,1021.870,21.824,1.16,1.16,0.12,95.98,6.388,8.27,
2019/09/12,09:15:02,10.6418,26.419,33.556,52.556,50965.527,1021.860,21.814,1.03,1.03,0.19,96.02,6.389,8.28,
2019/09/12,09:15:03,10.6418,26.409,33.563,52.557,50976.654,1021.868,21.822,1.05,1.05,0.13,96.04,6.391,8.25,
2019/09/12,09:15:04,9.9109,26.423,33.556,52.560,50964.820,1021.855,21.812,1.04,1.04,0.13,96.09,6.393,8.27,
2019/09/12,09:15:05,9.3949,26.434,33.556,52.572,50964.540,1021.850,21.810,1.03,1.03,0.15,96.09,6.392,8.28,
